sample_index,problem_index,problem_version,question,answer,question_type,metadata,query_wo,query_cot,question_for_eval,path,prompt,type
2879,576,Vision Dominant,"What could be the equation of the polynomial function p?
Choices:
A:p(x)=(x+5)(2 x+3)(x-2)
B:p(x)=(x-5)(2 x-3)(x+2)
C:p(x)=(-5 x)\left(-\frac{3}{2} x\right)(2 x)
D:p(x)=(5 x)\left(\frac{3}{2} x\right)(-2 x)",A,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Expression', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: What could be the equation of the polynomial function p?
Choices:
A:p(x)=(x+5)(2 x+3)(x-2)
B:p(x)=(x-5)(2 x-3)(x+2)
C:p(x)=(-5 x)\left(-\frac{3}{2} x\right)(2 x)
D:p(x)=(5 x)\left(\frac{3}{2} x\right)(-2 x)","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What could be the equation of the polynomial function p?
Choices:
A:p(x)=(x+5)(2 x+3)(x-2)
B:p(x)=(x-5)(2 x-3)(x+2)
C:p(x)=(-5 x)\left(-\frac{3}{2} x\right)(2 x)
D:p(x)=(5 x)\left(\frac{3}{2} x\right)(-2 x)","What could be the equation of the polynomial function p?
Choices:
A:p(x)=(x+5)(2 x+3)(x-2)
B:p(x)=(x-5)(2 x-3)(x+2)
C:p(x)=(-5 x)\left(-\frac{3}{2} x\right)(2 x)
D:p(x)=(5 x)\left(\frac{3}{2} x\right)(-2 x)",images/mathverse_images/image_2879.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. What could be the equation of the polynomial function p?
Choices:
A:p(x)=(x+5)(2 x+3)(x-2)
B:p(x)=(x-5)(2 x-3)(x+2)
C:p(x)=(-5 x)\left(-\frac{3}{2} x\right)(2 x)
D:p(x)=(5 x)\left(\frac{3}{2} x\right)(-2 x)",VC-CoT
2884,577,Vision Dominant,"What could be the equation of the polynomial function p?
Choices:
A:p(x)=x(x-3)^2(2 x+7)
B:p(x)=x^2(x-3)(2 x+7)
C:p(x)=x(x-3)^2(2 x+7)^2
D:p(x)=x(x-3)(2 x+7)^2",A,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Expression', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: What could be the equation of the polynomial function p?
Choices:
A:p(x)=x(x-3)^2(2 x+7)
B:p(x)=x^2(x-3)(2 x+7)
C:p(x)=x(x-3)^2(2 x+7)^2
D:p(x)=x(x-3)(2 x+7)^2","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What could be the equation of the polynomial function p?
Choices:
A:p(x)=x(x-3)^2(2 x+7)
B:p(x)=x^2(x-3)(2 x+7)
C:p(x)=x(x-3)^2(2 x+7)^2
D:p(x)=x(x-3)(2 x+7)^2","What could be the equation of the polynomial function p?
Choices:
A:p(x)=x(x-3)^2(2 x+7)
B:p(x)=x^2(x-3)(2 x+7)
C:p(x)=x(x-3)^2(2 x+7)^2
D:p(x)=x(x-3)(2 x+7)^2",images/mathverse_images/image_2884.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. What could be the equation of the polynomial function p?
Choices:
A:p(x)=x(x-3)^2(2 x+7)
B:p(x)=x^2(x-3)(2 x+7)
C:p(x)=x(x-3)^2(2 x+7)^2
D:p(x)=x(x-3)(2 x+7)^2",VC-CoT
2894,579,Vision Dominant,"In a memory study, subjects are asked to memorize some content and recall as much as they can remember each day thereafter. Each day, Maximilian finds that he has forgotten $15 \%$ of what he could recount the day before. Lucy also took part in the study. The given graphs represent the percentage of content that Maximilian (gray) and Lucy (black) could remember after $t$ days.

Which of the following could model the percentage that Lucy can still recall after $t$ days?
Choices:
A:$Q=(0.85)^{t}$
B:$Q=(0.83)^{t}$
C:$Q=(0.87)^{t}$",C,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Applied', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: In a memory study, subjects are asked to memorize some content and recall as much as they can remember each day thereafter. Each day, Maximilian finds that he has forgotten $15 \%$ of what he could recount the day before. Lucy also took part in the study. The given graphs represent the percentage of content that Maximilian (gray) and Lucy (black) could remember after $t$ days.

Which of the following could model the percentage that Lucy can still recall after $t$ days?
Choices:
A:$Q=(0.85)^{t}$
B:$Q=(0.83)^{t}$
C:$Q=(0.87)^{t}$","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In a memory study, subjects are asked to memorize some content and recall as much as they can remember each day thereafter. Each day, Maximilian finds that he has forgotten $15 \%$ of what he could recount the day before. Lucy also took part in the study. The given graphs represent the percentage of content that Maximilian (gray) and Lucy (black) could remember after $t$ days.

Which of the following could model the percentage that Lucy can still recall after $t$ days?
Choices:
A:$Q=(0.85)^{t}$
B:$Q=(0.83)^{t}$
C:$Q=(0.87)^{t}$","In a memory study, subjects are asked to memorize some content and recall as much as they can remember each day thereafter. Each day, Maximilian finds that he has forgotten $15 \%$ of what he could recount the day before. Lucy also took part in the study. The given graphs represent the percentage of content that Maximilian (gray) and Lucy (black) could remember after $t$ days.

Which of the following could model the percentage that Lucy can still recall after $t$ days?
Choices:
A:$Q=(0.85)^{t}$
B:$Q=(0.83)^{t}$
C:$Q=(0.87)^{t}$",images/mathverse_images/image_2894.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. In a memory study, subjects are asked to memorize some content and recall as much as they can remember each day thereafter. Each day, Maximilian finds that he has forgotten $15 \%$ of what he could recount the day before. Lucy also took part in the study. The given graphs represent the percentage of content that Maximilian (gray) and Lucy (black) could remember after $t$ days.

Which of the following could model the percentage that Lucy can still recall after $t$ days?
Choices:
A:$Q=(0.85)^{t}$
B:$Q=(0.83)^{t}$
C:$Q=(0.87)^{t}$",VC-CoT
2904,581,Vision Dominant,"For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No",A,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Property', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No","For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No",images/mathverse_images/image_2904.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No",VC-CoT
2909,582,Vision Dominant,"For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No",A,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Property', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No","For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No",images/mathverse_images/image_2909.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. For function graphed below, determine if it has an inverse function.
Choices:
A:Yes
B:No",VC-CoT
2914,583,Vision Dominant,"Do the following graph have inverse functions?
Choices:
A:Yes
B:No",A,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Property', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Do the following graph have inverse functions?
Choices:
A:Yes
B:No",images/mathverse_images/image_2914.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. Do the following graph have inverse functions?
Choices:
A:Yes
B:No",VC-CoT
2919,584,Vision Dominant,"Do the following graph have inverse functions?
Choices:
A:Yes
B:No",B,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Property', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Do the following graph have inverse functions?
Choices:
A:Yes
B:No",images/mathverse_images/image_2919.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. Do the following graph have inverse functions?
Choices:
A:Yes
B:No",VC-CoT
2924,585,Vision Dominant,"Do the following graph have inverse functions?
Choices:
A:Yes
B:No",A,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Property', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Do the following graph have inverse functions?
Choices:
A:Yes
B:No",images/mathverse_images/image_2924.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. Do the following graph have inverse functions?
Choices:
A:Yes
B:No",VC-CoT
2929,586,Vision Dominant,"Do the following graph have inverse functions?
Choices:
A:Yes
B:No",A,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Property', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Do the following graph have inverse functions?
Choices:
A:Yes
B:No",images/mathverse_images/image_2929.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. Do the following graph have inverse functions?
Choices:
A:Yes
B:No",VC-CoT
2934,587,Vision Dominant,"Do the following graph have inverse functions?
Choices:
A:Yes
B:No",B,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Property', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: Do the following graph have inverse functions?
Choices:
A:Yes
B:No","Do the following graph have inverse functions?
Choices:
A:Yes
B:No",images/mathverse_images/image_2934.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. Do the following graph have inverse functions?
Choices:
A:Yes
B:No",VC-CoT
2944,589,Vision Dominant,"$g(x)$ is a transformation of $f(x)$.

What sort of transformation is $g(x)$ of $f(x)$ ?
Choices:
A:Vertical dilation
B:Vertical translation
C:Reflection
D:Horizontal translation",A,multi-choice,"{'source': 'Functions_collected', 'split': 'testmini', 'subfield': 'Property', 'subject': 'Functions'}","Please directly answer the question and provide the correct option letter, e.g., A, B, C, D.
Question: $g(x)$ is a transformation of $f(x)$.

What sort of transformation is $g(x)$ of $f(x)$ ?
Choices:
A:Vertical dilation
B:Vertical translation
C:Reflection
D:Horizontal translation","Please first conduct reasoning, and then answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: $g(x)$ is a transformation of $f(x)$.

What sort of transformation is $g(x)$ of $f(x)$ ?
Choices:
A:Vertical dilation
B:Vertical translation
C:Reflection
D:Horizontal translation","$g(x)$ is a transformation of $f(x)$.

What sort of transformation is $g(x)$ of $f(x)$ ?
Choices:
A:Vertical dilation
B:Vertical translation
C:Reflection
D:Horizontal translation",images/mathverse_images/image_2944.png,"Examine the mathematical diagram carefully, noting all present shapes, numbers, and letters. Establish their spatial and numerical relationships, and apply logical reasoning to determine the correct answer. Conclude your response by providing the correct option letter, e.g., A, B, C, D, at the end. $g(x)$ is a transformation of $f(x)$.

What sort of transformation is $g(x)$ of $f(x)$ ?
Choices:
A:Vertical dilation
B:Vertical translation
C:Reflection
D:Horizontal translation",VC-CoT
